git;num_nodes;num_vps;num_mpi_tasks_tot;num_mpi_tasks;num_omp_threads;SCALE;wall_time_creation;wall_time_connect;wall_time_ini;wall_time_sim;model_time_sim;memory_mb;num_spikes;num_neurons;num_connections;wall_time_phase_update;wall_time_phase_collocate;wall_time_phase_communicate;wall_time_phase_deliver;wall_time_phase_total
(NEST;2;128;32;16;4;1.0;;;;;10000.0;;;;;;;;;
(NEST;4;256;64;16;4;1.0;229.55387333780527;42.7755174562335;25.892364632338285;1220.638056755066;10000.0;1642157476;109342492;4130180;24134776576;636.81;1.72;207.64;288.16;1181.27
(NEST;6;384;96;16;4;1.0;175.47200206418833;33.33438999702533;18.887055918574333;908.3872420787811;10000.0;1620032128;109216487;4130180;24134776576;435.46;1.60;201.35;199.45;879.06
(NEST;8;512;128;16;4;1.0;140.69230052642524;27.244809752330184;14.879861688241363;783.5143523216248;10000.0;1800315420;109664651;4130180;24134776576;323.91;1.58;231.59;152.08;758.23
(NEST;12;768;192;16;4;1.0;99.46642241130273;23.119954453160364;11.209273613989353;631.645843744278;10000.0;2040249864;109627170;4130180;24134776576;218.61;1.80;238.68;109.16;611.26
(NEST;16;1024;256;16;4;1.0;129.02128738444299;19.31593030691147;9.522668598219752;563.3869724273682;10000.0;2182470632;109616122;4130180;24134776576;153.18;1.83;255.26;85.71;545.20
(NEST;24;1536;384;16;4;1.0;154.18712500606975;17.361059459547203;8.414607267826796;526.9665434360504;10000.0;2593442192;109352808;4130180;24134776576;94.91;1.52;302.16;61.38;509.96
(NEST;32;2048;512;16;4;1.0;137.04318701522425;15.52260584384203;10.43012893293053;644.3595507144928;10000.0;2958100456;109628183;4130180;24134776576;68.48;1.55;439.38;50.27;623.56

